ctgov,cause,time,estimate
NCT00168844,Voluntary Withdrawal,171,0.9649
NCT00168844,Voluntary Withdrawal,197,0.9649
NCT00168844,Voluntary Withdrawal,198,0.9637
NCT00168844,Voluntary Withdrawal,224,0.9637
NCT00168844,Voluntary Withdrawal,226,0.9625
NCT00168844,Voluntary Withdrawal,278,0.9625
NCT00168844,Voluntary Withdrawal,279,0.9613
NCT00168844,Voluntary Withdrawal,294,0.9613
NCT00168844,Voluntary Withdrawal,296,0.9601
NCT00168844,Voluntary Withdrawal,449,0.9601
NCT00168857,Adverse Event,1,0.9988
NCT00168857,Adverse Event,15,0.9965
NCT00168857,Adverse Event,39,0.9822
NCT00168857,Adverse Event,49,0.9798
NCT00168857,Adverse Event,54,0.975
NCT00168857,Adverse Event,55,0.9714
NCT00168857,Adverse Event,76,0.969
NCT00168857,Adverse Event,91,0.9617
NCT00168857,Adverse Event,118,0.9593
NCT00168857,Adverse Event,143,0.9532
NCT00168857,Adverse Event,172,0.9408
NCT00168857,Adverse Event,190,0.9396
NCT00168857,Adverse Event,221,0.9284
NCT00168857,Adverse Event,272,0.9184
NCT00168857,Adverse Event,275,0.9133
NCT00168857,Adverse Event,284,0.9121
NCT00168857,Adverse Event,288,0.907
NCT00168857,Adverse Event,301,0.907
NCT00168857,Adverse Event,302,0.9045
NCT00168857,Adverse Event,311,0.902
NCT00168857,Adverse Event,315,0.8981
NCT00168857,Adverse Event,333,0.8943
NCT00168857,Adverse Event,338,0.8892
NCT00168857,Adverse Event,354,0.8879
NCT00168857,Adverse Event,359,0.8833
NCT00168857,Adverse Event,363,0.8833
NCT00168857,Adverse Event,364,0.8805
NCT00168857,Adverse Event,433,0.8805
NCT00168857,Lost to Follow-up,1,0.9977
NCT00168857,Lost to Follow-up,60,0.9977
NCT00168857,Lost to Follow-up,63,0.9964
NCT00168857,Lost to Follow-up,160,0.9964
NCT00168857,Lost to Follow-up,162,0.9951
NCT00168857,Lost to Follow-up,175,0.9951
NCT00168857,Lost to Follow-up,183,0.9938
NCT00168857,Lost to Follow-up,184,0.9938
NCT00168857,Lost to Follow-up,190,0.9925
NCT00168857,Lost to Follow-up,191,0.9925
NCT00168857,Lost to Follow-up,194,0.9912
NCT00168857,Lost to Follow-up,195,0.9899
NCT00168857,Lost to Follow-up,214,0.9899
NCT00168857,Lost to Follow-up,217,0.9886
NCT00168857,Lost to Follow-up,221,0.9886
NCT00168857,Lost to Follow-up,224,0.9872
NCT00168857,Lost to Follow-up,261,0.9872
NCT00168857,Lost to Follow-up,262,0.9859
NCT00168857,Lost to Follow-up,265,0.9859
NCT00168857,Lost to Follow-up,272,0.9845
NCT00168857,Lost to Follow-up,433,0.9845
NCT00168857,Other/Miscellaneous,1,0.9988
NCT00168857,Other/Miscellaneous,11,0.9988
NCT00168857,Other/Miscellaneous,12,0.9965
NCT00168857,Other/Miscellaneous,13,0.9918
NCT00168857,Other/Miscellaneous,14,0.9883
NCT00168857,Other/Miscellaneous,19,0.9883
NCT00168857,Other/Miscellaneous,21,0.9859
NCT00168857,Other/Miscellaneous,23,0.9848
NCT00168857,Other/Miscellaneous,26,0.9848
NCT00168857,Other/Miscellaneous,27,0.9836
NCT00168857,Other/Miscellaneous,54,0.9836
NCT00168857,Other/Miscellaneous,55,0.9824
NCT00168857,Other/Miscellaneous,82,0.9824
NCT00168857,Other/Miscellaneous,83,0.9811
NCT00168857,Other/Miscellaneous,105,0.9811
NCT00168857,Other/Miscellaneous,117,0.9799
NCT00168857,Other/Miscellaneous,288,0.9799
NCT00168857,Other/Miscellaneous,289,0.9785
NCT00168857,Other/Miscellaneous,433,0.9785
NCT00168857,Protocol Violation,1,1
NCT00168857,Protocol Violation,24,0.9976
NCT00168857,Protocol Violation,27,0.9952
NCT00168857,Protocol Violation,51,0.9952
NCT00168857,Protocol Violation,58,0.9916
NCT00168857,Protocol Violation,75,0.9903
NCT00168857,Protocol Violation,76,0.9891
NCT00168857,Protocol Violation,83,0.9891
NCT00168857,Protocol Violation,84,0.9879
NCT00168857,Protocol Violation,117,0.9879
NCT00168857,Protocol Violation,123,0.9853
NCT00168857,Protocol Violation,154,0.9853
NCT00168857,Protocol Violation,160,0.9828
NCT00168857,Protocol Violation,194,0.9815
NCT00168857,Protocol Violation,196,0.9789
NCT00168857,Protocol Violation,258,0.9789
NCT00168857,Protocol Violation,261,0.9776
NCT00168857,Protocol Violation,275,0.9776
NCT00168857,Protocol Violation,276,0.9762
NCT00168857,Protocol Violation,289,0.9762
NCT00168857,Protocol Violation,301,0.9735
NCT00168857,Protocol Violation,315,0.9735
NCT00168857,Protocol Violation,321,0.9707
NCT00168857,Protocol Violation,362,0.9679
NCT00168857,Protocol Violation,363,0.9657
NCT00168857,Protocol Violation,364,0.9596
NCT00168857,Protocol Violation,433,0.9596
NCT00168857,Voluntary Withdrawal,1,0.9988
NCT00168857,Voluntary Withdrawal,18,0.9988
NCT00168857,Voluntary Withdrawal,19,0.9976
NCT00168857,Voluntary Withdrawal,27,0.9976
NCT00168857,Voluntary Withdrawal,29,0.9964
NCT00168857,Voluntary Withdrawal,54,0.9964
NCT00168857,Voluntary Withdrawal,55,0.9952
NCT00168857,Voluntary Withdrawal,63,0.9952
NCT00168857,Voluntary Withdrawal,64,0.9927
NCT00168857,Voluntary Withdrawal,76,0.9927
NCT00168857,Voluntary Withdrawal,78,0.9915
NCT00168857,Voluntary Withdrawal,85,0.9915
NCT00168857,Voluntary Withdrawal,86,0.9903
NCT00168857,Voluntary Withdrawal,88,0.989
NCT00168857,Voluntary Withdrawal,126,0.989
NCT00168857,Voluntary Withdrawal,127,0.9877
NCT00168857,Voluntary Withdrawal,166,0.9877
NCT00168857,Voluntary Withdrawal,167,0.9864
NCT00168857,Voluntary Withdrawal,203,0.9864
NCT00168857,Voluntary Withdrawal,213,0.9851
NCT00168857,Voluntary Withdrawal,293,0.9851
NCT00168857,Voluntary Withdrawal,294,0.9838
NCT00168857,Voluntary Withdrawal,307,0.9838
NCT00168857,Voluntary Withdrawal,308,0.9824
NCT00168857,Voluntary Withdrawal,311,0.981
NCT00168857,Voluntary Withdrawal,354,0.981
NCT00168857,Voluntary Withdrawal,355,0.9795
NCT00168857,Voluntary Withdrawal,433,0.9795
NCT00239421,Adverse Event,1,1
NCT00239421,Adverse Event,2,1
NCT00239421,Adverse Event,5,0.9983
NCT00239421,Adverse Event,9,0.995
NCT00239421,Adverse Event,12,0.9934
NCT00239421,Adverse Event,13,0.9917
NCT00239421,Adverse Event,14,0.9917
NCT00239421,Adverse Event,15,0.99
NCT00239421,Adverse Event,20,0.9884
NCT00239421,Adverse Event,21,0.9867
NCT00239421,Adverse Event,24,0.985
NCT00239421,Adverse Event,26,0.985
NCT00239421,Adverse Event,27,0.9834
NCT00239421,Adverse Event,28,0.9834
NCT00239421,Adverse Event,29,0.9817
NCT00239421,Adverse Event,34,0.9817
NCT00239421,Adverse Event,35,0.98
NCT00239421,Adverse Event,36,0.9767
NCT00239421,Adverse Event,70,0.9767
NCT00274014,Adverse Event,1,1
NCT00274014,Adverse Event,11,0.992
NCT00274014,Adverse Event,14,0.985
NCT00274014,Adverse Event,22,0.983
NCT00274014,Adverse Event,39,0.9729
NCT00274014,Adverse Event,40,0.9719
NCT00274014,Adverse Event,42,0.9627
NCT00274014,Adverse Event,46,0.9586
NCT00274014,Adverse Event,63,0.9524
NCT00274014,Adverse Event,124,0.9439
NCT00274014,Adverse Event,140,0.9354
NCT00274014,Adverse Event,163,0.9332
NCT00274014,Adverse Event,167,0.9289
NCT00274014,Adverse Event,173,0.9278
NCT00274014,Adverse Event,176,0.9213
NCT00274014,Adverse Event,183,0.9169
NCT00274014,Adverse Event,195,0.9158
NCT00274014,Adverse Event,211,0.9092
NCT00274014,Adverse Event,239,0.907
NCT00274014,Adverse Event,252,0.9014
NCT00274014,Adverse Event,259,0.9014
NCT00274014,Adverse Event,266,0.8969
NCT00274014,Adverse Event,286,0.8946
NCT00274014,Adverse Event,306,0.8865
NCT00274014,Adverse Event,326,0.8865
NCT00274014,Adverse Event,333,0.8853
NCT00274014,Adverse Event,336,0.8821
NCT00274014,Adverse Event,583,0.8821
NCT00274014,Lost to Follow-up,1,0.999
NCT00274014,Lost to Follow-up,41,0.999
NCT00274014,Lost to Follow-up,42,0.9948
NCT00274014,Lost to Follow-up,43,0.9937
NCT00274014,Lost to Follow-up,63,0.9937
NCT00274014,Lost to Follow-up,66,0.9915
NCT00274014,Lost to Follow-up,77,0.9915
NCT00274014,Lost to Follow-up,78,0.9894
NCT00274014,Lost to Follow-up,83,0.9883
NCT00274014,Lost to Follow-up,84,0.9839
NCT00274014,Lost to Follow-up,94,0.9817
NCT00274014,Lost to Follow-up,163,0.9817
NCT00274014,Lost to Follow-up,167,0.9794
NCT00274014,Lost to Follow-up,176,0.9783
NCT00274014,Lost to Follow-up,195,0.9783
NCT00274014,Lost to Follow-up,197,0.9759
NCT00274014,Lost to Follow-up,250,0.9759
NCT00274014,Lost to Follow-up,252,0.9735
NCT00274014,Lost to Follow-up,259,0.9723
NCT00274014,Lost to Follow-up,266,0.9686
NCT00274014,Lost to Follow-up,279,0.9674
NCT00274014,Lost to Follow-up,334,0.9674
NCT00274014,Lost to Follow-up,335,0.9658
NCT00274014,Lost to Follow-up,341,0.9658
NCT00274014,Lost to Follow-up,342,0.9632
NCT00274014,Lost to Follow-up,349,0.9632
NCT00274014,Lost to Follow-up,350,0.9586
NCT00274014,Lost to Follow-up,583,0.9586
NCT00274014,Other/Miscellaneous,1,1
NCT00274014,Other/Miscellaneous,11,0.999
NCT00274014,Other/Miscellaneous,16,0.997
NCT00274014,Other/Miscellaneous,39,0.996
NCT00274014,Other/Miscellaneous,42,0.9918
NCT00274014,Other/Miscellaneous,47,0.9907
NCT00274014,Other/Miscellaneous,76,0.9896
NCT00274014,Other/Miscellaneous,94,0.9853
NCT00274014,Other/Miscellaneous,140,0.9841
NCT00274014,Other/Miscellaneous,161,0.9808
NCT00274014,Other/Miscellaneous,179,0.9808
NCT00274014,Other/Miscellaneous,180,0.9796
NCT00274014,Other/Miscellaneous,193,0.9784
NCT00274014,Other/Miscellaneous,235,0.9784
NCT00274014,Other/Miscellaneous,241,0.976
NCT00274014,Other/Miscellaneous,245,0.976
NCT00274014,Other/Miscellaneous,246,0.9713
NCT00274014,Other/Miscellaneous,249,0.9701
NCT00274014,Other/Miscellaneous,251,0.9665
NCT00274014,Other/Miscellaneous,262,0.9641
NCT00274014,Other/Miscellaneous,267,0.9604
NCT00274014,Other/Miscellaneous,280,0.9604
NCT00274014,Other/Miscellaneous,281,0.9592
NCT00274014,Other/Miscellaneous,317,0.9592
NCT00274014,Other/Miscellaneous,320,0.9567
NCT00274014,Other/Miscellaneous,344,0.9567
NCT00274014,Other/Miscellaneous,345,0.9534
NCT00274014,Other/Miscellaneous,583,0.9534
NCT00274014,Protocol Violation,1,1
NCT00274014,Protocol Violation,11,1
NCT00274014,Protocol Violation,15,0.997
NCT00274014,Protocol Violation,22,0.9949
NCT00274014,Protocol Violation,34,0.9949
NCT00274014,Protocol Violation,39,0.9939
NCT00274014,Protocol Violation,41,0.9918
NCT00274014,Protocol Violation,47,0.9918
NCT00274014,Protocol Violation,48,0.9908
NCT00274014,Protocol Violation,76,0.9908
NCT00274014,Protocol Violation,89,0.9875
NCT00274014,Protocol Violation,103,0.9864
NCT00274014,Protocol Violation,104,0.9852
NCT00274014,Protocol Violation,152,0.9852
NCT00274014,Protocol Violation,155,0.9841
NCT00274014,Protocol Violation,167,0.9841
NCT00274014,Protocol Violation,173,0.9818
NCT00274014,Protocol Violation,260,0.9794
NCT00274014,Protocol Violation,271,0.977
NCT00274014,Protocol Violation,281,0.977
NCT00274014,Protocol Violation,283,0.9757
NCT00274014,Protocol Violation,308,0.9757
NCT00274014,Protocol Violation,309,0.9745
NCT00274014,Protocol Violation,322,0.9745
NCT00274014,Protocol Violation,323,0.9731
NCT00274014,Protocol Violation,347,0.9731
NCT00274014,Protocol Violation,348,0.9695
NCT00274014,Protocol Violation,583,0.9695
NCT00274014,Voluntary Withdrawal,1,1
NCT00274014,Voluntary Withdrawal,11,0.997
NCT00274014,Voluntary Withdrawal,17,0.997
NCT00274014,Voluntary Withdrawal,20,0.994
NCT00274014,Voluntary Withdrawal,24,0.994
NCT00274014,Voluntary Withdrawal,27,0.9919
NCT00274014,Voluntary Withdrawal,33,0.9919
NCT00274014,Voluntary Withdrawal,40,0.9898
NCT00274014,Voluntary Withdrawal,42,0.9846
NCT00274014,Voluntary Withdrawal,56,0.9836
NCT00274014,Voluntary Withdrawal,58,0.9814
NCT00274014,Voluntary Withdrawal,69,0.9814
NCT00274014,Voluntary Withdrawal,83,0.9793
NCT00274014,Voluntary Withdrawal,84,0.9771
NCT00274014,Voluntary Withdrawal,95,0.9749
NCT00274014,Voluntary Withdrawal,148,0.9738
NCT00274014,Voluntary Withdrawal,173,0.9693
NCT00274014,Voluntary Withdrawal,175,0.9659
NCT00274014,Voluntary Withdrawal,182,0.9625
NCT00274014,Voluntary Withdrawal,250,0.9625
NCT00274014,Voluntary Withdrawal,259,0.9601
NCT00274014,Voluntary Withdrawal,273,0.9601
NCT00274014,Voluntary Withdrawal,289,0.954
NCT00274014,Voluntary Withdrawal,337,0.9527
NCT00274014,Voluntary Withdrawal,338,0.9505
NCT00274014,Voluntary Withdrawal,347,0.9505
NCT00274014,Voluntary Withdrawal,348,0.9434
NCT00274014,Voluntary Withdrawal,583,0.9434
NCT00274053,Adverse Event,1,1
NCT00274053,Adverse Event,12,0.9964
NCT00274053,Adverse Event,18,0.9908
NCT00274053,Adverse Event,40,0.989
NCT00274053,Adverse Event,42,0.9834
NCT00274053,Adverse Event,47,0.9815
NCT00274053,Adverse Event,48,0.9777
NCT00274053,Adverse Event,62,0.9739
NCT00274053,Adverse Event,66,0.9702
NCT00274053,Adverse Event,73,0.9702
NCT00274053,Adverse Event,74,0.9663
NCT00274053,Adverse Event,76,0.9644
NCT00274053,Adverse Event,85,0.9644
NCT00274053,Adverse Event,90,0.9586
NCT00274053,Adverse Event,93,0.9586
NCT00274053,Adverse Event,97,0.9546
NCT00274053,Adverse Event,100,0.9487
NCT00274053,Adverse Event,108,0.9467
NCT00274053,Adverse Event,110,0.9448
NCT00274053,Adverse Event,111,0.9408
NCT00274053,Adverse Event,122,0.9408
NCT00274053,Adverse Event,123,0.9368
NCT00274053,Adverse Event,180,0.9368
NCT00274053,Adverse Event,182,0.9328
NCT00274053,Adverse Event,186,0.9328
NCT00274053,Adverse Event,208,0.9205
NCT00274053,Adverse Event,226,0.9164
NCT00274053,Adverse Event,323,0.9143
NCT00274053,Other/Miscellaneous,1,1
NCT00274053,Other/Miscellaneous,7,1
NCT00274053,Other/Miscellaneous,11,0.9982
NCT00274053,Other/Miscellaneous,21,0.9982
NCT00274053,Other/Miscellaneous,27,0.9963
NCT00274053,Other/Miscellaneous,32,0.9963
NCT00274053,Other/Miscellaneous,34,0.9944
NCT00274053,Other/Miscellaneous,37,0.9926
NCT00274053,Other/Miscellaneous,66,0.9926
NCT00274053,Other/Miscellaneous,67,0.9906
NCT00274053,Other/Miscellaneous,73,0.9867
NCT00274053,Other/Miscellaneous,74,0.9867
NCT00274053,Other/Miscellaneous,76,0.9848
NCT00274053,Other/Miscellaneous,77,0.9828
NCT00274053,Other/Miscellaneous,98,0.9828
NCT00274053,Other/Miscellaneous,99,0.9808
NCT00274053,Other/Miscellaneous,115,0.9808
NCT00274053,Other/Miscellaneous,122,0.9787
NCT00274053,Other/Miscellaneous,139,0.9787
NCT00274053,Other/Miscellaneous,156,0.9766
NCT00274053,Other/Miscellaneous,187,0.9766
NCT00274053,Other/Miscellaneous,189,0.9745
NCT00274053,Other/Miscellaneous,226,0.9745
NCT00274053,Other/Miscellaneous,228,0.9723
NCT00274053,Other/Miscellaneous,323,0.9723
NCT00274053,Protocol Violation,1,1
NCT00274053,Protocol Violation,15,1
NCT00274053,Protocol Violation,21,0.9944
NCT00274053,Protocol Violation,45,0.9907
NCT00274053,Protocol Violation,48,0.9888
NCT00274053,Protocol Violation,49,0.9869
NCT00274053,Protocol Violation,70,0.9869
NCT00274053,Protocol Violation,73,0.985
NCT00274053,Protocol Violation,76,0.9811
NCT00274053,Protocol Violation,88,0.9811
NCT00274053,Protocol Violation,89,0.9791
NCT00274053,Protocol Violation,90,0.9751
NCT00274053,Protocol Violation,97,0.9751
NCT00274053,Protocol Violation,98,0.9731
NCT00274053,Protocol Violation,105,0.9731
NCT00274053,Protocol Violation,108,0.9711
NCT00274053,Protocol Violation,180,0.9711
NCT00274053,Protocol Violation,181,0.969
NCT00274053,Protocol Violation,186,0.9669
NCT00274053,Protocol Violation,208,0.9669
NCT00274053,Protocol Violation,210,0.9647
NCT00274053,Protocol Violation,226,0.9647
NCT00274053,Protocol Violation,228,0.9625
NCT00274053,Protocol Violation,235,0.9604
NCT00274053,Protocol Violation,252,0.9604
NCT00274053,Protocol Violation,253,0.9581
NCT00274053,Protocol Violation,323,0.9581
NCT00274053,Voluntary Withdrawal,1,0.9982
NCT00274053,Voluntary Withdrawal,11,0.9945
NCT00274053,Voluntary Withdrawal,12,0.9927
NCT00274053,Voluntary Withdrawal,30,0.9927
NCT00274053,Voluntary Withdrawal,32,0.989
NCT00274053,Voluntary Withdrawal,44,0.989
NCT00274053,Voluntary Withdrawal,45,0.9871
NCT00274053,Voluntary Withdrawal,49,0.9871
NCT00274053,Voluntary Withdrawal,51,0.9852
NCT00274053,Voluntary Withdrawal,66,0.9852
NCT00274053,Voluntary Withdrawal,70,0.9813
NCT00274053,Voluntary Withdrawal,74,0.9813
NCT00274053,Voluntary Withdrawal,77,0.9794
NCT00274053,Voluntary Withdrawal,85,0.9715
NCT00274053,Voluntary Withdrawal,88,0.9715
NCT00274053,Voluntary Withdrawal,89,0.9696
NCT00274053,Voluntary Withdrawal,93,0.9676
NCT00274053,Voluntary Withdrawal,111,0.9676
NCT00274053,Voluntary Withdrawal,115,0.9635
NCT00274053,Voluntary Withdrawal,136,0.9615
NCT00274053,Voluntary Withdrawal,139,0.9594
NCT00274053,Voluntary Withdrawal,162,0.9594
NCT00274053,Voluntary Withdrawal,182,0.9573
NCT00274053,Voluntary Withdrawal,189,0.9553
NCT00274053,Voluntary Withdrawal,190,0.9532
NCT00274053,Voluntary Withdrawal,210,0.9532
NCT00274053,Voluntary Withdrawal,216,0.951
NCT00274053,Voluntary Withdrawal,323,0.951
NCT00274079,Adverse Event,1,0.9975
NCT00274079,Adverse Event,3,0.9949
NCT00274079,Adverse Event,5,0.9899
NCT00274079,Adverse Event,7,0.9848
NCT00274079,Adverse Event,8,0.9796
NCT00274079,Adverse Event,12,0.9771
NCT00274079,Adverse Event,13,0.9745
NCT00274079,Adverse Event,14,0.9694
NCT00274079,Adverse Event,17,0.9694
NCT00274079,Adverse Event,18,0.9668
NCT00274079,Adverse Event,24,0.9642
NCT00274079,Adverse Event,28,0.959
NCT00274079,Adverse Event,34,0.959
NCT00274079,Adverse Event,37,0.9564
NCT00274079,Adverse Event,39,0.9512
NCT00274079,Adverse Event,41,0.9486
NCT00274079,Adverse Event,45,0.9381
NCT00274079,Adverse Event,47,0.9355
NCT00274079,Adverse Event,50,0.9355
NCT00274079,Adverse Event,51,0.9328
NCT00274079,Adverse Event,56,0.9328
NCT00274079,Adverse Event,62,0.9302
NCT00274079,Adverse Event,63,0.9276
NCT00274079,Adverse Event,67,0.9276
NCT00274079,Adverse Event,70,0.922
NCT00274079,Adverse Event,77,0.922
NCT00274079,Adverse Event,80,0.9126
NCT00274079,Adverse Event,101,0.9126
NCT00274547,Adverse Event,1,0.9945
NCT00274547,Adverse Event,4,0.988
NCT00274547,Adverse Event,5,0.9836
NCT00274547,Adverse Event,14,0.9775
NCT00274547,Adverse Event,19,0.9686
NCT00274547,Adverse Event,25,0.9631
NCT00274547,Adverse Event,27,0.9603
NCT00274547,Adverse Event,28,0.9569
NCT00274547,Adverse Event,31,0.9553
NCT00274547,Adverse Event,33,0.9513
NCT00274547,Adverse Event,45,0.9418
NCT00274547,Adverse Event,54,0.9299
NCT00274547,Adverse Event,65,0.9231
NCT00274547,Adverse Event,74,0.9106
NCT00274547,Adverse Event,82,0.9072
NCT00274547,Adverse Event,91,0.898
NCT00274547,Adverse Event,94,0.8934
NCT00274547,Adverse Event,108,0.8835
NCT00274547,Adverse Event,126,0.8771
NCT00274547,Adverse Event,129,0.873
NCT00274547,Adverse Event,143,0.8713
NCT00274547,Adverse Event,147,0.8671
NCT00274547,Adverse Event,157,0.8666
NCT00274547,Adverse Event,163,0.8613
NCT00274547,Adverse Event,167,0.8613
NCT00274547,Adverse Event,180,0.8548
NCT00274547,Adverse Event,231,0.8548
NCT00274547,Lost to Follow-up,1,1
NCT00274547,Lost to Follow-up,38,1
NCT00274547,Lost to Follow-up,39,0.9994
NCT00274547,Lost to Follow-up,63,0.9994
NCT00274547,Lost to Follow-up,65,0.9982
NCT00274547,Lost to Follow-up,92,0.9982
NCT00274547,Lost to Follow-up,93,0.9975
NCT00274547,Lost to Follow-up,96,0.9975
NCT00274547,Lost to Follow-up,97,0.9969
NCT00274547,Lost to Follow-up,113,0.9969
NCT00274547,Lost to Follow-up,114,0.9962
NCT00274547,Lost to Follow-up,121,0.9962
NCT00274547,Lost to Follow-up,122,0.9956
NCT00274547,Lost to Follow-up,129,0.9956
NCT00274547,Lost to Follow-up,130,0.9949
NCT00274547,Lost to Follow-up,153,0.9949
NCT00274547,Lost to Follow-up,157,0.9942
NCT00274547,Lost to Follow-up,181,0.9942
NCT00274547,Lost to Follow-up,182,0.9928
NCT00274547,Lost to Follow-up,231,0.9928
NCT00274547,Other/Miscellaneous,1,0.9995
NCT00274547,Other/Miscellaneous,7,0.9978
NCT00274547,Other/Miscellaneous,9,0.9978
NCT00274547,Other/Miscellaneous,13,0.9961
NCT00274547,Other/Miscellaneous,17,0.9961
NCT00274547,Other/Miscellaneous,18,0.9955
NCT00274547,Other/Miscellaneous,20,0.9955
NCT00274547,Other/Miscellaneous,21,0.9938
NCT00274547,Other/Miscellaneous,28,0.9938
NCT00274547,Other/Miscellaneous,29,0.9932
NCT00274547,Other/Miscellaneous,34,0.9932
NCT00274547,Other/Miscellaneous,35,0.9921
NCT00274547,Other/Miscellaneous,36,0.9921
NCT00274547,Other/Miscellaneous,38,0.9909
NCT00274547,Other/Miscellaneous,57,0.9903
NCT00274547,Other/Miscellaneous,58,0.9897
NCT00274547,Other/Miscellaneous,68,0.9897
NCT00274547,Other/Miscellaneous,69,0.9891
NCT00274547,Other/Miscellaneous,88,0.9891
NCT00274547,Other/Miscellaneous,89,0.9885
NCT00274547,Other/Miscellaneous,100,0.9885
NCT00274547,Other/Miscellaneous,103,0.9872
NCT00274547,Other/Miscellaneous,122,0.9872
NCT00274547,Other/Miscellaneous,124,0.9865
NCT00274547,Other/Miscellaneous,159,0.9865
NCT00274547,Other/Miscellaneous,160,0.9858
NCT00274547,Other/Miscellaneous,231,0.9858
NCT00274547,Protocol Violation,1,0.9995
NCT00274547,Protocol Violation,3,0.9995
NCT00274547,Protocol Violation,5,0.9978
NCT00274547,Protocol Violation,11,0.9972
NCT00274547,Protocol Violation,14,0.9961
NCT00274547,Protocol Violation,27,0.9955
NCT00274547,Protocol Violation,28,0.9938
NCT00274547,Protocol Violation,32,0.9938
NCT00274547,Protocol Violation,35,0.9926
NCT00274547,Protocol Violation,67,0.9914
NCT00274547,Protocol Violation,70,0.9896
NCT00274547,Protocol Violation,88,0.989
NCT00274547,Protocol Violation,95,0.9871
NCT00274547,Protocol Violation,105,0.9871
NCT00274547,Protocol Violation,113,0.9851
NCT00274547,Protocol Violation,121,0.9845
NCT00274547,Protocol Violation,122,0.9838
NCT00274547,Protocol Violation,163,0.9832
NCT00274547,Protocol Violation,168,0.9825
NCT00274547,Protocol Violation,169,0.9811
NCT00274547,Protocol Violation,173,0.9811
NCT00274547,Protocol Violation,174,0.9797
